BSC Star Number,RA,DEC,Mag
2364,97.16333333333336,-32.37111111111113,5.74
2365,99.47875000000003,73.69555555555559,6.24
2366,97.79208333333332,16.938611111111108,6.2
2367,97.54708333333335,-10.081388888888888,5.93
2368,97.17625000000002,-41.07444444444446,6.32
2369,96.76666666666668,-58.00222222222222,5.82
2370,97.78958333333331,11.250833333333334,6.14
2371,97.90583333333333,15.903333333333338,6.4
2372,98.11333333333337,32.45472222222224,5.87
2373,97.64458333333336,-13.148055555555558,6.16
2374,97.91333333333333,11.792222222222227,6.65
2375,97.95125,11.544444444444448,5.23
2376,98.63666666666668,55.35305555555558,6.45
2377,96.3691666666667,-69.69027777777778,5.38
2378,98.09708333333336,11.673611111111112,6.03
2379,97.84583333333333,-12.391666666666671,5.15
2380,97.69291666666666,-27.769444444444453,5.93
2381,97.95875000000004,-8.158055555555558,5.43
2382,98.08000000000003,4.855833333333336,5.84
2383,98.42791666666668,33.02416666666666,6.42
2384,97.45458333333333,-50.23916666666668,5.27
2385,98.22583333333337,7.333055555555557,4.5
2386,98.09625000000001,-5.86888888888889,5.6
2387,97.96375000000002,-23.418333333333333,4.33
2388,97.80416666666665,-35.25916666666668,5.84
2389,97.36875,-56.85277777777778,5.22
2390,97.7491666666667,-40.91638888888888,6.2
2391,98.40041666666669,14.155277777777778,5.53
2392,98.1954166666667,-11.166388888888893,6.24
2393,97.89583333333334,-36.94000000000001,6.34
2394,99.42250000000001,61.48111111111113,5.94
2395,98.40791666666671,-1.220277777777778,5.1
2396,100.1341666666667,71.7488888888889,5.92
2397,98.16250000000002,-32.030555555555566,5.69
2398,98.80041666666669,28.022222222222226,5.27
2399,98.08875000000003,-37.69666666666667,5.24
2400,97.82625,-51.82611111111113,5.6
2401,101.55875000000002,79.56472222222224,5.45
2402,99.41041666666669,56.8575,5.85
2403,98.36083333333333,-20.9238888888889,6.4
2404,98.69333333333336,7.5725000000000025,6.45
2405,99.13708333333335,38.44527777777778,5.29
2406,98.82333333333334,9.988333333333332,5.88
2407,98.29291666666668,-38.62527777777779,6.44
2408,97.51250000000002,-65.56833333333337,6.29
2409,98.81583333333332,0.89,5.8
2410,97.79416666666665,-61.87972222222224,6.15
2411,98.45625000000001,-36.23222222222225,5.42
2412,97.99333333333334,-58.754166666666684,5.7
2413,99.00000000000004,4.4975000000000005,6.55
2414,98.76416666666665,-22.964722222222225,4.54
2415,98.64708333333333,-32.71638888888889,5.62
2416,98.35875,-52.32888888888888,6.19
2417,99.36333333333337,24.590833333333343,6.44
2418,99.14708333333334,-5.211111111111111,5.52
2419,99.66458333333333,39.39083333333333,5.69
2420,99.70500000000001,39.90250000000001,5.2
2421,99.4279166666667,16.399166666666673,1.93
2422,99.3504166666667,6.13527777777778,6.06
2423,99.09500000000001,-18.66,5.7
2424,98.85041666666667,-36.780000000000015,5.59
2425,99.59583333333335,28.984166666666674,5.79
2426,99.40375000000002,10.853055555555557,6.38
2427,99.83291666666668,42.48888888888891,4.79
2428,99.19458333333337,-13.320833333333335,5.97
2429,99.17083333333338,-19.255833333333328,3.95
2430,99.41791666666671,2.704166666666667,6.17
2431,98.975,-36.088888888888896,6.35
2432,99.46958333333339,4.957222222222225,6.15
2433,99.1704166666667,-22.615000000000013,6.35
2434,99.99166666666667,44.0138888888889,6.41
2435,98.74416666666667,-52.975555555555566,4.39
2436,99.77208333333336,22.030833333333337,6.04
2437,99.42041666666668,-12.985000000000001,6.12
2438,99.88791666666668,28.263055555555557,6.03
2439,99.88083333333334,24.600000000000005,6.38
2440,99.58541666666666,-2.5436111111111104,6.14
2441,99.70625000000001,4.700555555555558,6.57
2442,99.65875,1.613611111111111,6.21
2443,99.47250000000005,-18.237500000000008,4.43
2444,99.2579166666667,-38.146666666666675,6.04
2445,99.21375000000003,-41.55694444444444,6.34
2446,99.30750000000005,-36.990555555555574,5.71
2447,99.44833333333337,-32.339722222222235,5.27
2448,99.64750000000001,-16.873611111111117,6.03
2449,99.94833333333335,12.983055555555561,5.97
2450,99.81958333333334,-14.145833333333337,4.82
2451,99.44041666666672,-43.19611111111113,3.17
2452,100.40708333333336,35.93194444444443,6.46
2453,100.33750000000006,28.19638888888889,6.42
2454,100.13250000000005,6.371666666666668,6.51
2455,99.90125000000003,-23.695555555555565,6.05
2456,100.24458333333337,9.895555555555557,4.66
2457,100.34083333333336,16.3975,6.28
2458,100.32166666666669,11.00333333333334,6.11
2459,100.77083333333333,44.524444444444455,5.02
2460,99.92791666666669,-30.470277777777785,5.71
2461,100.27250000000004,0.49527777777777793,5.79
2462,99.65666666666667,-48.2202777777778,4.93
2463,101.04833333333335,53.2963888888889,6.27
2464,100.8075,37.14694444444444,6.19
2465,99.98708333333336,-38.1588888888889,6.58
2466,100.60125000000005,17.64527777777778,5.21
2467,100.49708333333336,6.3450000000000015,6.37
2468,99.50250000000003,-61.53305555555556,6.18
2469,100.48500000000001,-9.167222222222222,5.19
2470,101.55875000000002,59.44166666666667,4.87
2471,101.05250000000005,36.109722222222246,6.31
2472,0.0,0.0,0.0
2473,100.98291666666667,25.13111111111111,2.98
2474,100.77708333333335,3.0333333333333337,6.19
2475,100.30875000000003,-40.34972222222223,6.12
2476,100.2054166666667,-47.67472222222222,6.65
2477,101.70625000000001,57.16916666666668,5.35
2478,100.99708333333335,13.227777777777781,4.49
2479,100.91125000000001,3.932222222222222,5.9
2480,101.18958333333337,28.970833333333335,5.44
2481,100.69083333333333,-22.449166666666677,6.13
2482,100.56833333333336,-38.3986111111111,6.29
2483,101.68458333333336,43.57750000000002,5.25
2484,101.32250000000002,12.895555555555557,3.36
2485,102.05375000000005,55.704444444444476,6.33
2486,102.05125000000001,55.704444444444476,6.28
2487,101.91500000000002,48.789444444444456,5.22
2488,100.84708333333334,-39.193333333333335,6.3
2489,101.47583333333336,12.693611111111114,6.46
2490,102.73791666666668,67.57194444444448,5.14
2491,101.28708333333336,-16.716111111111122,-1.46
2492,101.11833333333337,-31.07055555555556,5.2
2493,101.21625000000004,-27.341388888888893,6.45
2494,101.63500000000002,8.587222222222225,5.93
2495,101.34708333333334,-23.46194444444445,6.05
2496,0.0,0.0,0.0
2497,101.26000000000002,-30.586111111111123,6.54
2498,101.49708333333336,-14.796111111111115,5.32
2499,101.84791666666666,18.19333333333333,6.2
2500,101.34500000000001,-31.79361111111111,5.92
2501,101.38041666666669,-30.94888888888889,5.8
2502,101.66250000000001,-10.107222222222223,5.66
2503,101.83249999999998,8.037222222222223,4.77
2504,101.71291666666669,-14.425833333333333,5.29
2505,100.24083333333336,-71.77555555555557,6.51
2506,101.96500000000002,2.4122222222222236,4.47
2507,101.51375000000002,-39.54000000000001,6.62
2508,101.90458333333333,-8.998333333333333,5.07
2509,101.75625,-21.01555555555556,6.08
2510,101.5504166666667,-37.77555555555556,6.21
2511,103.42583333333337,68.88833333333336,5.12
2512,102.42208333333336,32.606666666666676,5.71
2513,101.35875000000003,-52.20111111111111,6.57
2514,102.0791666666667,-1.3191666666666664,5.75
2515,101.47375000000002,-52.41000000000002,5.8
2516,102.69125000000003,41.78138888888889,5.02
2517,102.2654166666667,1.0019444444444445,6.15
2518,101.83916666666667,-37.929722222222225,5.26
2519,102.45750000000002,16.202777777777786,5.85
2520,103.27125000000002,59.448611111111106,5.33
2521,102.31833333333336,-2.271944444444445,5.74
2522,102.24083333333336,-15.144722222222223,5.39
2523,101.72000000000003,-51.265833333333326,5.4
2524,101.6729166666667,-54.694722222222225,6.46
2525,102.60625000000003,13.413333333333336,5.65
2526,101.82791666666668,-55.54000000000002,5.61
2527,105.0166666666667,76.97750000000002,4.55
2528,102.43333333333338,-24.075833333333335,6.33
2529,102.88750000000003,21.761111111111116,5.27
2530,102.70791666666669,-0.5408333333333333,5.77
2531,100.90333333333335,-73.11805555555557,6.37
2532,103.28166666666668,44.83944444444447,6.26
2533,103.00000000000001,23.601666666666667,5.65
2534,102.67625000000001,-8.041111111111114,6.29
2535,102.59125000000002,-17.083888888888893,5.79
2536,101.23375000000003,-70.43388888888894,6.11
2537,102.52500000000003,-27.33388888888889,7.04
2538,102.46041666666669,-32.50861111111112,3.96
2539,103.25625000000001,38.869166666666686,6.12
2540,103.19708333333335,33.961111111111116,3.6
2541,103.30583333333337,38.43805555555555,6.3
2542,103.26416666666668,35.78861111111111,6.01
2543,102.91375000000004,3.041666666666668,6.38
2544,102.65375,-25.778055555555568,6.33
2545,102.59708333333334,-31.706111111111117,5.7
2546,102.49083333333336,-45.450000000000024,6.55
2547,103.48750000000003,38.50500000000001,6.48
2548,102.47750000000005,-46.61472222222223,5.14
2549,102.71833333333333,-34.367222222222225,4.99
2550,102.04750000000006,-61.941388888888895,3.27
2551,103.20583333333337,8.38027777777778,5.77
2552,103.0954166666667,-5.316111111111112,6.3
2553,102.48416666666671,-50.61472222222223,2.93
2554,102.46375000000005,-53.622222222222234,4.4
2555,103.34375000000004,10.99638888888889,6.24
2556,103.81333333333336,45.826388888888914,6.34
2557,103.81125000000004,43.91,6.13
2558,102.92625,-36.23027777777779,5.96
2559,100.01125000000006,-80.81361111111117,5.64
2560,104.31875000000004,58.42250000000001,4.35
2561,104.30500000000002,57.56333333333335,6.05
2562,102.50458333333336,-60.24916666666667,6.11
2563,102.88666666666668,-48.292500000000025,6.42
2564,103.66125000000002,13.177777777777779,4.65
2565,103.32833333333336,-19.03277777777779,5.64
2566,103.34041666666668,-18.933333333333334,6.14
2567,103.25041666666668,-26.95750000000001,6.4
2568,104.1345833333334,46.27416666666666,5.87
2569,103.82750000000001,25.375555555555554,5.73
2570,103.53541666666668,-5.852499999999999,6.41
2571,103.38708333333335,-20.22416666666667,4.83
2572,103.60250000000003,-1.126944444444445,5.45
2573,104.23333333333339,46.70500000000002,5.86
2574,103.54750000000004,-12.038611111111111,4.07
2575,103.16541666666666,-42.50444444444446,6.52
2576,103.39125000000001,-28.539722222222235,6.04
2577,103.67541666666666,-1.7563888888888888,6.21
2578,103.48041666666671,-24.539166666666674,6.21
2579,103.19625000000002,-43.97583333333335,6.46
2580,103.53291666666671,-24.183888888888895,3.87
2581,105.33958333333337,70.80805555555557,5.68
2582,103.74500000000005,-2.803611111111112,6.04
2583,103.55416666666669,-23.928333333333345,6.91
2584,103.89416666666666,8.324722222222224,6.29
2585,104.40458333333336,45.09416666666667,4.9
2586,104.25208333333337,33.681111111111115,5.89
2587,103.19541666666667,-54.09,6.57
2588,103.76125000000005,-20.40472222222222,5.74
2589,104.10750000000004,9.95638888888889,5.92
2590,103.90583333333333,-20.136388888888895,4.68
2591,103.61125000000006,-42.36555555555557,6.32
2592,103.18916666666671,-59.34111111111114,6.41
2593,104.02750000000005,-14.043611111111113,5.0
2594,103.50958333333338,-50.61166666666667,6.26
2595,103.945,-22.941388888888895,5.3
2596,104.03416666666672,-17.054166666666674,4.37
2597,104.35708333333338,11.907500000000004,6.27
2598,103.97833333333337,-31.790000000000006,6.36
2599,104.25041666666668,-8.17888888888889,6.34
2600,104.7616666666667,38.05222222222223,6.0
2601,104.69750000000003,26.08111111111111,6.1
2602,102.8625,-70.96333333333334,5.4
2603,104.3116666666667,-22.20333333333334,6.61
2604,104.19041666666672,-35.34166666666668,6.29
2605,104.86625000000002,25.914166666666667,6.4
2606,104.66250000000002,7.621944444444447,6.27
2607,104.39125000000003,-24.630555555555564,5.46
2608,104.0666666666667,-48.721111111111135,4.95
2609,115.12708333333339,87.02000000000004,5.07
2610,104.73750000000003,3.6022222222222227,5.97
2611,104.42666666666672,-27.53750000000001,6.23
2612,104.32333333333338,-35.50749999999999,6.23
2613,104.83375000000004,7.316944444444446,6.35
2614,104.53166666666668,-27.164722222222224,6.37
2615,105.06583333333336,16.07888888888889,5.68
2616,104.64958333333337,-25.413888888888888,5.59
2617,106.46583333333335,70.73194444444448,6.5
2618,104.65625000000004,-28.972222222222218,1.5
2619,104.60458333333337,-34.11166666666667,5.06
2620,105.32166666666666,32.41444444444446,6.59
2621,104.68250000000003,-30.997777777777777,6.42
2622,105.07500000000005,-5.366944444444443,6.3
2623,104.91375000000004,-21.60333333333334,6.26
2624,105.09875000000002,-8.406944444444445,5.96
2625,105.03375000000004,-20.15888888888889,6.31
2626,104.67416666666668,-45.76805555555558,6.22
2627,105.16375000000004,-9.203055555555554,6.49
2628,105.08041666666668,-22.119444444444454,6.53
2629,105.4225,4.818055555555556,6.63
2630,105.60333333333335,24.215277777777786,5.18
2631,105.60625000000003,17.755555555555553,5.94
2632,105.57249999999999,15.33611111111111,5.74
2633,105.47916666666666,5.557500000000001,6.59
2634,104.66500000000003,-55.72944444444447,6.27
2635,105.63958333333335,16.674166666666668,5.82
2636,105.47041666666667,-1.3455555555555554,6.17
2637,105.17750000000005,-28.489444444444445,6.27
2638,104.65083333333334,-56.39472222222222,6.45
2639,105.485,-5.722222222222222,5.2
2640,105.27458333333335,-25.21527777777779,5.63
2641,105.20750000000001,-33.46527777777779,6.4
2642,106.50541666666669,59.80194444444445,6.44
2643,105.87666666666672,29.337222222222227,5.93
2644,106.41583333333335,52.75805555555557,6.12
2645,106.28750000000001,47.77500000000001,6.38
2646,105.42958333333335,-27.934722222222224,3.47
2647,105.82458333333335,9.138333333333334,5.97
2648,105.72833333333337,-4.239166666666668,4.99
2649,105.90833333333336,10.95166666666667,5.13
2650,106.02708333333337,20.570277777777786,3.79
2651,105.96500000000002,12.594444444444445,5.98
2652,105.21458333333337,-51.402500000000025,5.14
2653,105.75625000000002,-23.833333333333336,3.02
2654,106.08416666666668,1.488333333333334,6.57
2655,106.02166666666668,-5.323611111111114,5.62
2656,105.98875000000001,-10.124166666666673,6.45
2657,105.93958333333336,-15.633333333333338,4.12
2658,105.56499999999997,-43.404166666666676,6.43
2659,106.32666666666667,22.637222222222224,6.02
2660,106.54833333333333,34.4738888888889,5.55
2661,105.27125000000002,-58.940000000000026,6.02
2662,104.96041666666667,-67.91611111111114,5.17
2663,106.41291666666669,9.185833333333333,5.78
2664,106.19625000000003,-22.03222222222223,6.09
2665,106.8429166666667,34.00944444444445,5.91
2666,106.0116666666667,-42.33722222222223,5.2
2667,105.98875000000001,-43.60805555555556,5.54
2668,105.99500000000003,-43.611666666666665,6.79
2669,106.85416666666671,28.17722222222223,6.48
2670,106.45708333333336,-10.661111111111113,6.49
2671,106.83916666666669,22.70361111111112,7.68
2672,105.97375000000004,-49.5838888888889,4.93
2673,107.0554166666667,33.83222222222224,6.28
2674,105.81500000000001,-59.17805555555557,5.5
2675,107.15125000000003,37.44499999999999,6.16
2676,106.77666666666669,4.91027777777778,6.11
2677,106.38333333333334,-34.77777777777778,6.14
2678,106.66958333333332,-11.294166666666667,5.39
2679,106.64958333333334,-12.393888888888894,6.48
2680,106.50250000000003,-30.65555555555556,6.34
2681,108.49208333333337,71.81666666666666,6.35
2682,106.95625000000003,7.471111111111113,5.75
2683,106.07625000000002,-56.74972222222222,5.17
2684,107.09166666666673,15.93083333333334,5.44
2685,106.50958333333335,-38.38277777777778,6.11
2686,106.71791666666665,-24.96055555555556,6.08
2687,106.31875,-50.3602777777778,6.46
2688,106.75041666666668,-26.65777777777779,6.62
2689,104.14333333333339,-79.4202777777778,5.45
2690,106.8441666666667,-23.840277777777786,5.71
2691,106.77958333333335,-40.89333333333334,5.79
2692,107.5279166666667,21.24694444444445,6.43
2693,107.09791666666669,-26.393333333333338,1.84
2694,107.33458333333337,-10.347222222222227,6.21
2695,107.2054166666667,-24.044166666666676,6.65
2696,107.91375000000005,39.32055555555555,4.9
2697,107.78500000000004,30.245277777777787,4.41
2698,106.8054166666667,-51.967777777777776,5.96
2699,107.38833333333338,-16.234722222222224,6.03
2700,107.84625000000003,26.85666666666668,5.78
2701,107.55708333333332,-4.237222222222223,4.92
2702,107.2129166666667,-39.655833333333334,4.83
2703,108.34750000000003,51.42888888888889,5.47
2704,107.42875000000002,-25.231111111111105,5.69
2705,107.53875000000002,-18.685277777777777,6.23
2706,108.11000000000006,24.12833333333334,5.85
2707,107.8483333333334,-0.3019444444444445,5.45
2708,107.58083333333335,-27.491388888888896,5.46
2709,111.34125000000003,81.25750000000004,6.31
2710,107.96375000000006,5.654722222222222,6.09
2711,108.2041666666667,27.224722222222226,6.43
2712,106.55874999999999,-68.83722222222224,6.47
2713,108.03083333333338,5.4747222222222245,6.16
2714,107.96625000000004,-0.49277777777777787,4.15
2715,108.97875000000003,59.63750000000002,5.2
2716,107.92333333333336,-20.883055555555565,5.84
2717,108.34291666666667,16.15888888888889,5.0
2718,108.05083333333337,-25.942500000000003,5.92
2719,107.69791666666666,-48.93222222222222,5.14
2720,108.01708333333335,-30.821666666666665,6.1
2721,108.95875000000007,47.240000000000016,5.58
2722,108.61083333333332,24.710833333333348,6.89
2723,108.28000000000004,-11.251388888888894,5.78
2724,108.10041666666672,-27.474166666666672,6.59
2725,108.67458333333336,24.885000000000005,5.82
2726,108.10708333333336,-36.544444444444444,5.96
2727,108.06583333333336,-40.4988888888889,5.31
2728,108.63583333333335,12.115833333333336,5.62
2729,108.58333333333334,3.1113888888888903,5.35
2730,108.34958333333336,-22.67333333333334,6.01
2731,108.54583333333333,-3.9013888888888903,5.75
2732,108.56458333333335,-9.947500000000007,5.9
2733,108.45125000000003,-22.906388888888895,6.36
2734,108.40125000000003,-27.3563888888889,6.12
2735,107.17583333333337,-70.49722222222225,5.69
2736,107.18708333333336,-70.49888888888893,3.78
2737,109.39041666666668,52.13083333333334,5.92
2738,108.9879166666667,27.897500000000008,5.71
2739,108.61749999999999,-10.316666666666666,6.03
2740,108.14000000000003,-46.75944444444446,4.49
2741,108.44625000000002,-31.083888888888897,6.6
2742,112.76833333333333,82.41138888888888,4.96
2743,108.48833333333334,-30.340000000000007,6.33
2744,108.8304166666667,-0.16138888888888892,6.41
2745,108.56333333333335,-26.35250000000001,4.66
2746,108.30583333333334,-45.18305555555556,4.89
2747,108.9141666666667,7.977777777777779,5.82
2748,108.385,-44.63972222222224,5.1
2749,108.7029166666667,-26.77277777777778,3.85
2750,108.71291666666669,-27.038055555555562,5.58
2751,109.63291666666667,49.465000000000025,5.05
2752,108.92958333333338,-10.58388888888889,5.95
2753,109.50916666666666,40.88333333333334,5.78
2754,108.00833333333338,-63.19000000000001,6.02
2755,108.9479166666667,-23.740555555555567,6.32
2756,108.83750000000005,-30.686388888888903,5.36
2757,109.51708333333332,30.955833333333338,6.24
2758,109.06041666666671,-15.585833333333335,5.46
2759,108.73791666666668,-41.425833333333344,5.94
2760,109.3241666666667,6.680555555555558,6.65
2761,108.69125000000001,-46.849722222222226,5.72
2762,108.65916666666668,-48.27166666666667,4.76
2763,109.52333333333334,16.54027777777779,3.58
2764,109.15333333333335,-23.315555555555566,4.79
2765,109.38208333333336,-6.680000000000003,6.29
2766,109.14583333333336,-27.881111111111114,4.64
2767,108.83750000000005,-52.499722222222225,5.97
2768,109.23833333333337,-30.896666666666675,6.32
2769,109.13250000000006,-38.318888888888885,5.8
2770,109.20625000000003,-36.59277777777779,5.03
2771,109.06458333333336,-46.774444444444455,5.66
2772,110.57166666666666,59.90194444444445,6.35
2773,109.28583333333337,-37.0975,2.7
2774,109.44958333333334,-26.797500000000003,6.46
2775,110.26291666666668,42.65555555555558,6.35
2776,110.32291666666671,45.228055555555585,5.77
2777,110.03083333333339,21.982222222222223,3.53
2778,109.84333333333335,2.7405555555555563,5.89
2779,109.94833333333338,7.142777777777781,5.91
2780,110.02875000000002,15.142777777777779,6.45
2781,109.66791666666668,-24.558888888888887,4.98
2782,109.67666666666668,-24.954166666666673,4.4
2783,110.71208333333335,55.28444444444445,6.53
2784,110.71708333333333,55.281388888888884,5.45
2785,109.75833333333338,-19.28027777777778,6.09
2786,109.71333333333334,-26.585833333333348,5.28
2787,109.57666666666665,-36.734166666666674,4.66
2788,109.86708333333338,-16.395000000000007,5.7
2789,109.51750000000003,-43.98666666666668,5.85
2790,109.65916666666668,-36.742777777777775,5.11
2791,109.64,-39.21027777777778,5.25
2792,110.55583333333333,38.99611111111114,6.4
2793,110.51083333333335,36.76055555555556,5.13
2794,109.80708333333337,-33.727222222222224,6.3
2795,110.48666666666668,20.443611111111114,5.1
2796,110.24250000000002,-14.360000000000007,5.45
2797,113.66541666666669,80.8966666666667,6.41
2798,110.32041666666669,-8.878333333333337,6.55
2799,110.22166666666669,-22.851666666666674,6.61
2800,110.22916666666669,-26.963611111111117,6.01
2801,110.51458333333333,0.17722222222222225,5.99
2802,110.2679166666667,-25.8913888888889,5.87
2803,109.20750000000004,-67.95722222222223,3.98
2804,111.23833333333339,51.88722222222223,5.8
2805,111.03541666666669,40.67222222222224,5.19
2806,110.50833333333335,-8.97916666666667,6.43
2807,110.57708333333335,-2.97888888888889,6.23
2808,110.86875000000002,25.050555555555565,5.03
2809,111.85750000000003,66.33166666666665,6.47
2810,110.86750000000005,22.94527777777778,6.02
2811,110.60583333333331,-5.9827777777777795,5.82
2812,110.55625000000002,-19.016666666666673,4.96
2813,110.08916666666667,-52.31166666666667,6.05
2814,110.09041666666668,-52.309722222222234,6.6
2815,110.16125000000002,-52.086111111111116,5.39
2816,111.13916666666668,27.638055555555557,5.76
2817,111.1154166666667,15.517222222222225,6.41
2818,111.67833333333334,49.2113888888889,4.64
2819,110.75250000000005,-31.9238888888889,5.43
2820,111.24250000000002,11.669722222222223,5.3
2821,111.4316666666667,27.798055555555557,3.79
2822,110.87125000000005,-27.834166666666672,5.38
2823,110.88291666666673,-32.20222222222222,5.39
2824,110.97625000000002,-30.216944444444444,6.6
2825,111.16708333333338,-16.201111111111114,5.33
2826,111.07166666666669,-22.91277777777778,6.19
2827,111.02375000000002,-29.303055555555567,2.45
2828,111.41208333333336,9.276111111111112,4.99
2829,110.99291666666672,-35.837777777777795,6.31
2830,112.71958333333336,68.46555555555557,5.64
2831,111.21125000000004,-19.012222222222228,6.24
2832,111.28458333333333,-13.751944444444446,5.78
2833,111.4625,-5.775000000000002,5.97
2834,111.18250000000008,-31.808888888888895,5.35
2835,111.7091666666667,21.535833333333343,6.54
2836,111.61625000000004,10.608333333333334,6.37
2837,111.73458333333335,20.257222222222225,5.93
2838,111.51458333333335,-4.537500000000001,6.76
2839,111.3329166666667,-21.98277777777778,6.05
2840,111.67208333333336,11.009166666666667,6.41
2841,111.35541666666668,-25.217777777777776,5.78
2842,111.1966666666667,-37.29000000000001,6.97
2843,111.19708333333337,-37.29083333333334,6.84
2844,112.21500000000005,48.18388888888889,5.72
2845,111.7875,8.289444444444447,2.9
2846,111.935,21.44500000000001,5.22
2847,111.42916666666669,-31.73861111111112,6.31
2848,101.74458333333334,-87.02500000000005,6.47
2849,112.48333333333336,49.6725,5.36
2850,111.66958333333334,-23.71222222222223,6.56
2851,112.00875000000003,6.941944444444447,5.25
2852,112.2779166666667,31.78444444444445,4.18
2853,111.78333333333335,-17.86444444444445,5.63
2854,112.04083333333337,8.925555555555558,4.32
2855,111.74750000000002,-23.086111111111123,5.61
2856,111.67625,-34.140833333333326,5.9
2857,112.33500000000001,28.118055555555557,5.05
2858,112.19708333333337,15.109444444444446,6.22
2859,111.96541666666666,-11.556944444444447,5.79
2860,111.92875000000002,-22.85972222222223,5.95
2861,112.45291666666672,27.916111111111118,5.01
2862,111.59125,-51.01833333333333,5.1
2863,111.99666666666667,-29.15583333333333,5.54
2864,112.4491666666667,12.006666666666668,4.54
2865,112.32791666666671,-1.9052777777777783,5.59
2866,112.35708333333338,-7.551111111111113,5.86
2867,112.34208333333335,-10.32666666666667,5.75
2868,112.34125000000003,-14.999166666666667,6.05
2869,112.09500000000006,-37.81027777777778,6.58
2870,112.21375000000005,-31.84833333333334,6.38
2871,112.2145833333334,-31.846944444444453,7.13
2872,112.98208333333332,38.8963888888889,6.54
2873,112.27041666666669,-31.4563888888889,5.77
2874,112.46416666666669,-23.024444444444452,4.85
2875,112.27375,-38.81222222222221,5.43
2876,112.71291666666669,-5.226388888888889,6.24
2877,112.95166666666665,17.08611111111112,5.42
2878,112.30750000000003,-43.30138888888891,3.25
2879,113.21083333333337,22.887777777777785,6.54
2880,113.02458333333337,1.914444444444445,5.25
2881,112.67708333333333,-30.962222222222227,4.65
2882,112.67666666666669,-37.33972222222224,6.65
2883,113.0241666666667,-8.880833333333335,5.9
2884,112.49833333333338,-52.65111111111112,5.87
2885,112.85750000000002,-36.152777777777786,6.68
2886,113.40208333333338,15.82666666666667,5.25
2887,113.29833333333333,3.2902777777777783,5.59
2888,112.21375000000005,-64.51000000000002,6.39
2889,112.92833333333333,-35.8877777777778,6.61
2890,113.65,31.888611111111118,2.88
2891,113.65,31.888333333333346,1.98
2892,112.62875000000001,-54.39944444444445,5.96
2893,113.52125000000002,10.568333333333335,6.28
2894,114.19583333333335,55.7552777777778,5.92
2895,113.0929166666667,-35.961388888888905,6.3
2896,113.78625,30.961111111111126,5.33
2897,113.34208333333335,-14.338333333333333,6.21
2898,113.98333333333333,43.031111111111116,6.3
2899,113.33125000000001,-19.412499999999998,5.66
2900,113.29041666666669,-24.710833333333348,5.85
2901,113.56583333333333,3.37138888888889,5.81
2902,113.44958333333335,-14.523888888888893,4.97
2903,114.1316666666667,46.18027777777778,5.65
2904,113.69166666666669,2.7250000000000014,6.55
2905,113.98041666666668,26.89583333333334,4.06
2906,113.51333333333338,-22.29611111111112,4.45
2907,113.30625000000003,-40.058888888888895,6.26
2908,113.3054166666667,-43.08638888888889,6.52
2909,113.5775,-23.47361111111112,5.83
2910,113.57958333333335,-23.47472222222223,5.87
2911,113.46250000000002,-36.33833333333336,5.54
2912,113.62000000000003,-26.116666666666674,6.65
2913,113.55333333333336,-33.46333333333336,6.11
2914,114.47458333333337,48.773611111111116,5.92
2915,114.3241666666667,40.02527777777779,6.38
2916,113.64541666666669,-27.01194444444445,5.77
2917,113.49375000000002,-39.905833333333334,6.76
2918,114.14458333333337,5.861666666666666,5.91
2919,111.40833333333336,-79.09416666666667,5.53
2920,114.0691666666667,-8.311388888888889,6.27
2921,114.01625000000006,-14.492777777777778,5.7
2922,113.845,-28.369444444444447,4.64
2923,114.03250000000003,-22.160555555555554,6.34
2924,114.63666666666667,35.04861111111112,5.56
2925,113.66458333333334,-51.47472222222223,6.28
2926,114.5604166666667,24.360277777777785,6.27
2927,114.31958333333337,-4.111111111111109,5.13
2928,114.17083333333338,-19.702222222222236,5.74
2929,115.20625000000004,57.08277777777779,6.06
2930,114.79125000000002,34.58416666666669,4.9
2931,114.79958333333336,24.222499999999997,6.17
2932,114.41208333333338,-14.441111111111116,6.53
2933,114.32000000000004,-23.775000000000006,6.37
2934,113.91541666666667,-52.533888888888896,4.94
2935,115.06083333333335,38.344444444444456,5.73
2936,114.97541666666669,32.00972222222224,6.17
2937,114.34208333333335,-34.96861111111112,4.53
2938,114.86916666666669,17.674722222222226,5.05
2939,115.3016666666667,48.13166666666668,5.56
2940,114.18291666666669,-48.830277777777795,5.72
2941,114.00708333333336,-55.88750000000002,6.39
2942,114.4366666666667,-35.277222222222214,6.6
2943,114.82541666666668,5.225000000000001,0.38
2944,114.57500000000002,-25.364722222222223,4.7
2945,114.43833333333339,-38.010555555555555,6.38
2946,115.75166666666668,58.710277777777804,4.99
2947,114.77958333333333,-18.679166666666667,6.72
2948,114.70541666666666,-26.801666666666673,4.5
2949,114.7075,-26.80361111111112,4.62
2950,115.02916666666671,5.230833333333333,6.02
2951,115.24375000000005,23.018611111111113,5.89
2952,114.60083333333336,-39.9913888888889,6.59
2953,115.19708333333341,13.77083333333334,6.24
2954,114.68291666666667,-36.49694444444445,5.8
2955,114.63583333333335,-38.78111111111112,6.19
2956,114.86208333333337,-26.863055555555565,6.5
2957,114.57583333333338,-48.60111111111112,5.68
2958,115.14791666666669,-8.185833333333333,6.01
2959,115.09666666666672,-15.263611111111116,4.94
2960,115.0566666666667,-19.66083333333334,5.93
